Столбец1;work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size;continent
3960;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3961;2023;EX;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3962;2023;SE;FT;Machine Learning Engineer;185000;USD;185000;US;0;US;M;North America
3963;2023;SE;FT;Data Engineer;185000;USD;185000;US;100;US;M;North America
3964;2023;SE;FT;Data Engineer;185000;USD;185000;US;100;US;M;North America
3965;2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3966;2023;EX;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3967;2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M;North America
3968;2023;SE;FT;Data Engineer;185000;USD;185000;US;100;US;M;North America
3969;2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M;North America
3970;2023;SE;FT;Research Engineer;185000;USD;185000;US;0;US;M;North America
3971;2023;SE;FT;Data Analyst;185000;USD;185000;US;100;US;M;North America
3972;2023;SE;FT;Data Analyst;185000;USD;185000;US;100;US;M;North America
3973;2023;MI;FT;Research Scientist;185000;USD;185000;US;100;US;M;North America
3974;2023;MI;FT;Research Scientist;185000;USD;185000;US;0;US;M;North America
3975;2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M;North America
3976;2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3977;2023;SE;FT;Data Scientist;185000;USD;185000;GB;0;GB;M;Europe
3978;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3979;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3980;2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3981;2023;SE;FT;Computer Vision Engineer;185000;USD;185000;US;0;US;M;North America
3982;2022;SE;FT;ML Engineer;185000;USD;185000;US;100;US;M;North America
3983;2022;SE;FT;Machine Learning Engineer;185000;USD;185000;MX;100;MX;M;North America
3984;2022;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3985;2022;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3986;2022;SE;FT;Data Engineer;185000;USD;185000;US;100;US;M;North America
3987;2022;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3988;2021;SE;FT;Machine Learning Engineer;185000;USD;185000;US;50;US;L;North America
3989;2021;SE;FT;Principal Data Engineer;185000;USD;185000;US;100;US;L;North America
3990;2023;SE;FT;Machine Learning Engineer;184950;USD;184950;US;0;US;M;North America
3991;2023;SE;FT;Machine Learning Engineer;184950;USD;184950;US;0;US;M;North America
3996;2023;SE;FT;Research Engineer;184800;USD;184800;US;0;US;M;North America
3997;2023;SE;FT;Data Scientist;184800;USD;184800;US;0;US;M;North America
3998;2023;SE;FT;Machine Learning Engineer;184800;USD;184800;US;0;US;M;North America
3999;2023;SE;FT;Research Engineer;184800;USD;184800;US;0;US;M;North America
4000;2023;SE;FT;Data Scientist;184800;USD;184800;US;0;US;M;North America
4001;2023;SE;FT;Data Engineer;184800;USD;184800;US;0;US;M;North America
4003;2023;SE;FT;Research Scientist;184700;USD;184700;US;0;US;M;North America
4004;2023;SE;FT;Machine Learning Engineer;184700;USD;184700;US;0;US;M;North America
4005;2023;SE;FT;Machine Learning Engineer;184700;USD;184700;US;0;US;M;North America
4006;2023;SE;FT;Data Scientist;184700;USD;184700;US;0;US;M;North America
4007;2023;SE;FT;Data Scientist;184700;USD;184700;US;0;US;M;North America
4008;2023;SE;FT;Machine Learning Engineer;184700;USD;184700;US;0;US;M;North America
4009;2023;SE;FT;Data Scientist;184700;USD;184700;US;0;US;M;North America
4010;2023;SE;FT;Data Scientist;184700;USD;184700;US;0;US;M;North America
4011;2023;SE;FT;Research Scientist;184700;USD;184700;US;0;US;M;North America
4012;2023;SE;FT;Machine Learning Engineer;184700;USD;184700;US;0;US;M;North America
4013;2022;SE;FT;Analytics Engineer;184700;USD;184700;US;0;US;M;North America
4015;2023;SE;FT;Data Engineer;184600;USD;184600;US;0;US;M;North America
4016;2023;SE;FT;Computer Vision Engineer;184590;USD;184590;US;0;US;M;North America
4017;2023;SE;FT;Data Scientist;184250;USD;184250;US;0;US;M;North America
4018;2023;SE;FT;Data Scientist;184184;USD;184184;US;100;US;M;North America
4020;2022;SE;FT;Data Engineer;184100;USD;184100;US;0;US;M;North America
4021;2022;SE;FT;Data Engineer;184100;USD;184100;US;0;US;M;North America
4029;2023;SE;FT;Prompt Engineer;184000;USD;184000;US;0;US;M;North America
4030;2023;SE;FT;Data Architect;184000;USD;184000;US;0;US;M;North America
4031;2023;MI;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4032;2023;SE;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4033;2023;MI;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4034;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4035;2023;SE;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4036;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4037;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4038;2023;SE;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4039;2023;SE;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4040;2023;SE;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4041;2023;SE;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4042;2023;SE;FT;Data Engineer;184000;USD;184000;US;0;US;M;North America
4043;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4044;2023;SE;FT;Machine Learning Engineer;184000;USD;184000;US;0;US;M;North America
4045;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4046;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4047;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4048;2023;SE;FT;Machine Learning Engineer;184000;USD;184000;US;0;US;M;North America
4049;2023;SE;FT;Applied Scientist;184000;USD;184000;US;0;US;M;North America
4050;2023;SE;FT;Data Scientist;184000;USD;184000;US;0;US;M;North America
4051;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4052;2023;SE;FT;Applied Scientist;184000;USD;184000;US;0;US;M;North America
4053;2023;SE;FT;Machine Learning Engineer;184000;USD;184000;US;100;US;M;North America
4054;2023;SE;FT;Data Scientist;184000;USD;184000;US;0;US;M;North America
4055;2023;SE;FT;Machine Learning Engineer;184000;USD;184000;US;100;US;M;North America
4056;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4057;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4058;2023;SE;FT;Machine Learning Engineer;184000;USD;184000;US;100;US;M;North America
4059;2023;SE;FT;Data Infrastructure Engineer;184000;USD;184000;US;100;US;M;North America
4060;2023;SE;FT;Machine Learning Engineer;184000;USD;184000;US;0;US;M;North America
4061;2023;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4062;2022;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4063;2022;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4064;2022;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4065;2022;SE;FT;Applied Scientist;184000;USD;184000;US;100;US;M;North America
4066;2023;SE;FT;Data Scientist;183924;USD;183924;US;0;US;M;North America
4067;2023;SE;FT;Data Scientist;183900;USD;183900;US;0;US;M;North America
4068;2023;SE;FT;ML Engineer;183750;USD;183750;US;0;US;M;North America
4069;2023;SE;FT;Data Engineer;183600;USD;183600;US;0;US;M;North America
4070;2022;SE;FT;Machine Learning Software Engineer;183600;USD;183600;CA;100;CA;M;North America
4071;2022;SE;FT;Data Engineer;183600;USD;183600;US;100;US;L;North America
4072;2023;SE;FT;Analytics Engineer;183540;USD;183540;US;0;US;M;North America
4073;2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M;North America
4074;2023;SE;FT;ML Engineer;183500;USD;183500;US;100;US;M;North America
4075;2023;SE;FT;Data Engineer;183500;USD;183500;US;100;US;M;North America
4076;2023;SE;FT;Analytics Engineer;183500;USD;183500;US;100;US;M;North America
4077;2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M;North America
4078;2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M;North America
4079;2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M;North America
4080;2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M;North America
4081;2023;SE;FT;Analytics Engineer;183500;USD;183500;US;100;US;M;North America
4082;2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M;North America
4083;2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M;North America
4084;2023;SE;FT;Data Engineer;183414;USD;183414;US;0;US;M;North America
4085;2023;SE;FT;Data Engineer;183414;USD;183414;US;0;US;M;North America
4088;2023;MI;FT;Data Engineer;183310;USD;183310;US;0;US;M;North America
4089;2023;MI;FT;Data Infrastructure Engineer;183310;USD;183310;US;0;US;M;North America
4090;2023;MI;FT;Data Scientist;183310;USD;183310;US;0;US;M;North America
4091;2023;MI;FT;Data Scientist;183310;USD;183310;US;0;US;M;North America
4092;2023;SE;FT;Data Scientist;183284;USD;183284;US;100;US;M;North America
4093;2023;MI;FT;Data Scientist;183200;USD;183200;US;0;US;M;North America
4097;2023;SE;FT;Data Architect;183000;USD;183000;US;0;US;M;North America
4098;2023;MI;FT;Data Engineer;183000;USD;183000;CA;100;CA;M;North America
4099;2023;SE;FT;Data Engineer;183000;USD;183000;US;0;US;M;North America
4100;2023;SE;FT;Data Engineer;183000;USD;183000;CA;0;CA;M;North America
4101;2023;SE;FT;Data Scientist;183000;USD;183000;US;100;US;M;North America
4102;2023;SE;FT;Data Scientist;183000;USD;183000;US;100;US;M;North America
4103;2023;SE;FT;Data Scientist;183000;USD;183000;US;0;US;M;North America
4104;2022;SE;FT;ML Engineer;183000;USD;183000;US;100;US;M;North America
4105;2022;SE;FT;Data Scientist Lead;183000;USD;183000;US;100;US;L;North America
4106;2023;SE;FT;ETL Developer;182850;USD;182850;US;100;US;M;North America
4107;2023;SE;FT;ETL Developer;182850;USD;182850;US;100;US;M;North America
4108;2023;SE;FT;Applied Scientist;182750;USD;182750;US;0;US;M;North America
4109;2023;SE;FT;Machine Learning Scientist;182750;USD;182750;US;100;US;M;North America
4110;2023;SE;FT;Data Engineer;182750;USD;182750;US;100;US;M;North America
4111;2022;SE;FT;Data Scientist;182750;USD;182750;US;100;US;M;North America
4113;2023;SE;FT;Data Engineer;182500;USD;182500;US;100;US;M;North America
4114;2023;SE;FT;Data Scientist;182500;USD;182500;US;0;US;M;North America
4115;2023;SE;FT;Decision Scientist;182500;USD;182500;US;100;US;M;North America
4116;2023;MI;FT;Data Analyst;182500;USD;182500;US;0;US;M;North America
4117;2022;SE;FT;Data Engineer;182500;USD;182500;US;100;US;M;North America
4118;2023;SE;FT;Data Scientist;182250;USD;182250;US;0;US;M;North America
4119;2023;SE;FT;Machine Learning Engineer;182200;USD;182200;US;0;US;M;North America
4120;2023;SE;FT;Research Scientist;182200;USD;182200;US;0;US;M;North America
4121;2023;SE;FT;Machine Learning Engineer;182200;USD;182200;US;100;US;M;North America
4122;2023;SE;FT;Machine Learning Engineer;182200;USD;182200;US;0;US;M;North America
4123;2023;SE;FT;Data Scientist;182200;USD;182200;US;100;US;M;North America
4124;2022;EX;FT;Data Science Manager;182160;USD;182160;US;0;US;M;North America
4129;2023;SE;FT;Data Analyst;182000;USD;182000;US;100;US;M;North America
4130;2023;SE;FT;Data Engineer;182000;USD;182000;US;100;US;M;North America
4131;2023;SE;FT;Data Scientist;182000;USD;182000;US;0;US;M;North America
4132;2023;SE;FT;Data Scientist;182000;USD;182000;US;0;US;M;North America
4133;2023;SE;FT;Data Engineer;182000;USD;182000;US;100;US;M;North America
4134;2022;SE;FT;Data Engineer;182000;USD;182000;US;100;US;M;North America
4135;2022;SE;FT;Data Engineer;181940;USD;181940;US;0;US;M;North America
4137;2023;MI;FT;Data Engineer;181700;USD;181700;US;0;US;M;North America
4139;2023;SE;FT;Analytics Engineer;181500;USD;181500;US;0;US;M;North America
4140;2023;SE;FT;Data Engineer;181500;USD;181500;US;0;US;M;North America
4141;2023;SE;FT;Data Engineer;181500;USD;181500;US;0;US;M;North America
4142;2023;SE;FT;Data Scientist;181500;USD;181500;US;0;US;M;North America
4143;2023;SE;FT;Data Engineer;181500;USD;181500;US;0;US;M;North America
4144;2023;SE;FT;Data Engineer;181500;USD;181500;US;0;US;M;North America
4145;2023;MI;FT;Data Engineer;181500;USD;181500;US;0;US;M;North America
4150;2023;SE;FT;Data Scientist;181000;USD;181000;CA;0;CA;M;North America
4151;2023;SE;FT;Data Scientist;181000;USD;181000;CA;0;CA;M;North America
4152;2023;SE;FT;Data Scientist;181000;USD;181000;CA;0;CA;M;North America
4153;2023;SE;FT;Machine Learning Engineer;181000;USD;181000;US;0;US;M;North America
4156;2023;SE;FT;Data Scientist;180560;USD;180560;US;0;US;M;North America
4157;2023;SE;FT;Data Engineer;180514;USD;180514;GB;100;GB;M;Europe
4158;2023;SE;FT;Machine Learning Scientist;180514;USD;180514;US;100;US;M;North America
4159;2023;SE;FT;Data Engineer;180514;USD;180514;GB;100;GB;M;Europe
4160;2023;SE;FT;Machine Learning Scientist;180514;USD;180514;US;100;US;M;North America
4161;2023;SE;FT;Machine Learning Scientist;180514;USD;180514;GB;100;GB;M;Europe
4162;2023;SE;FT;Data Engineer;180514;USD;180514;GB;100;GB;M;Europe
4163;2023;SE;FT;Machine Learning Scientist;180514;USD;180514;GB;100;GB;M;Europe
4164;2023;SE;FT;Data Engineer;180514;USD;180514;GB;100;GB;M;Europe
4167;2023;SE;FT;Data Engineer;180500;USD;180500;US;0;US;M;North America
4168;2023;SE;FT;AI Engineer;180500;USD;180500;US;100;US;M;North America
4169;2023;EX;FT;Data Engineer;180500;USD;180500;US;0;US;M;North America
4171;2023;SE;FT;Data Analyst;180400;USD;180400;US;0;US;M;North America
4172;2023;SE;FT;Data Analyst;180400;USD;180400;US;0;US;M;North America
4173;2023;SE;FT;Data Analyst;180400;USD;180400;US;0;US;M;North America
4174;2023;SE;FT;Data Analyst;180400;USD;180400;US;0;US;M;North America
4175;2023;SE;FT;Data Scientist;180300;USD;180300;US;100;US;M;North America
4176;2023;SE;FT;Machine Learning Engineer;180300;USD;180300;US;0;US;M;North America
4177;2023;SE;FT;Data Scientist;180250;USD;180250;US;100;US;M;North America
4178;2023;SE;FT;Machine Learning Engineer;180240;USD;180240;US;0;US;M;North America
4179;2023;SE;FT;ML Engineer;180200;USD;180200;US;0;US;M;North America
4180;2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M;North America
4181;2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M;North America
4182;2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M;North America
4183;2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M;North America
4184;2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M;North America
4248;2023;SE;FT;Research Engineer;180000;USD;180000;US;0;US;M;North America
4249;2023;MI;FT;Data Engineer;180000;USD;180000;US;0;US;M;North America
4250;2023;SE;FT;Business Intelligence Engineer;180000;USD;180000;US;0;US;M;North America
4251;2023;SE;FT;Data Architect;180000;USD;180000;US;0;US;M;North America
4252;2023;MI;FT;Data Engineer;180000;USD;180000;US;100;US;M;North America
4253;2023;SE;FT;Data Architect;180000;USD;180000;US;100;US;M;North America
4254;2023;SE;FT;Business Intelligence Engineer;180000;USD;180000;US;0;US;M;North America
4255;2023;MI;FT;Research Scientist;180000;USD;180000;US;0;US;M;North America
4256;2023;MI;FT;Machine Learning Engineer;180000;USD;180000;US;100;US;M;North America
4257;2023;SE;FT;Data Engineer;180000;USD;180000;US;0;US;M;North America
4258;2023;SE;FT;Data Scientist;180000;USD;180000;US;100;US;M;North America
4259;2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4260;2023;SE;FT;Business Intelligence Engineer;180000;USD;180000;US;100;US;M;North America
4261;2023;MI;FT;Data Engineer;180000;USD;180000;US;100;US;M;North America
4262;2023;EX;FT;Data Lead;180000;USD;180000;US;0;US;M;North America
4263;2023;SE;FT;Business Intelligence Engineer;180000;USD;180000;US;0;US;M;North America
4264;2023;SE;FT;Machine Learning Engineer;180000;USD;180000;US;0;US;M;North America
4265;2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4266;2023;SE;FT;Data Engineer;180000;USD;180000;US;0;US;M;North America
4267;2023;SE;FT;Data Engineer;180000;USD;180000;US;100;US;M;North America
4268;2023;EX;FT;Data Lead;180000;USD;180000;US;0;US;M;North America
4269;2023;MI;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4270;2023;SE;FT;Data Engineer;180000;USD;180000;US;100;US;M;North America
4271;2023;SE;FT;Data Science Engineer;180000;USD;180000;US;100;US;M;North America
4272;2023;SE;FT;Data Scientist;180000;USD;180000;US;100;US;M;North America
4273;2023;MI;FT;AI Engineer;180000;USD;180000;US;0;US;M;North America
4274;2023;EX;FT;Data Analyst;180000;USD;180000;US;100;US;M;North America
4275;2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4276;2023;SE;FT;Data Scientist;180000;USD;180000;US;100;US;M;North America
4277;2023;SE;FT;Data Scientist;180000;USD;180000;US;100;US;M;North America
4278;2023;MI;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4279;2023;SE;FT;Machine Learning Scientist;180000;USD;180000;US;0;US;M;North America
4280;2023;MI;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4281;2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4282;2023;SE;FT;Machine Learning Infrastructure Engineer;180000;USD;180000;US;0;US;M;North America
4283;2023;SE;FT;Research Engineer;180000;USD;180000;US;0;US;M;North America
4284;2023;SE;FT;AI Engineer;180000;USD;180000;US;100;US;M;North America
4285;2023;SE;FT;Machine Learning Engineer;180000;USD;180000;US;100;US;M;North America
4286;2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4287;2023;SE;FT;Research Engineer;180000;USD;180000;US;0;US;M;North America
4288;2023;SE;FT;Data Engineer;180000;USD;180000;US;0;US;M;North America
4289;2023;EX;FT;Machine Learning Engineer;180000;USD;180000;US;100;US;M;North America
4290;2023;MI;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4291;2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4292;2023;SE;FT;Data Scientist;180000;USD;180000;US;100;US;M;North America
4293;2023;SE;FT;Analytics Engineer;180000;USD;180000;US;100;US;M;North America
4294;2023;SE;FT;Business Data Analyst;180000;USD;180000;US;100;US;L;North America
4295;2023;SE;FT;Data Engineer;180000;USD;180000;US;100;US;M;North America
4296;2023;SE;FT;Data Science Consultant;180000;USD;180000;US;0;US;M;North America
4297;2023;SE;FT;Data Analyst;180000;USD;180000;US;100;US;M;North America
4298;2023;MI;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
4299;2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M;North America
